STARTING FOR DT 80
WARNING: Your kernel does not support swap limit capabilities or the cgroup is not mounted. Memory limited without swap.
In-memory storage of 3-sequences enabled
Initializing the 2 object cache
Initializing the 3 object cache
06:30:08> ACT CON 3:       0 | ACT CON 5:       0 | FULL SEQ:       0 / 1860480 | MIN DV:      inf | REM: 1057.60 [MIN]
07:02:58> ACT CON 3:    4655 | ACT CON 5:    2677 | FULL SEQ:    3855 / 1860480 | MIN DV:  35385.3 | REM: 401.89 [MIN]
07:03:08> ACT CON 3:    5347 | ACT CON 5:    3475 | FULL SEQ:    5176 / 1860480 | MIN DV:  35385.3 | REM: 358.86 [MIN]
07:03:18> ACT CON 3:    5910 | ACT CON 5:    4439 | FULL SEQ:    6773 / 1860480 | MIN DV:  35385.3 | REM: 319.64 [MIN]
07:03:28> ACT CON 3:    6443 | ACT CON 5:    5449 | FULL SEQ:    9543 / 1860480 | MIN DV:  28513.3 | REM: 259.01 [MIN]
07:03:38> ACT CON 3:    6694 | ACT CON 5:    6700 | FULL SEQ:   13241 / 1860480 | MIN DV:  28513.3 | REM: 209.57 [MIN]
07:03:48> ACT CON 3:    6797 | ACT CON 5:    8167 | FULL SEQ:   17562 / 1860480 | MIN DV:  28513.3 | REM: 175.57 [MIN]
07:03:58> ACT CON 3:    6823 | ACT CON 5:    9699 | FULL SEQ:   21972 / 1860480 | MIN DV:  28513.3 | REM: 154.03 [MIN]
07:04:08> ACT CON 3:    6837 | ACT CON 5:   11211 | FULL SEQ:   26454 / 1860480 | MIN DV:  28513.3 | REM: 139.24 [MIN]
07:04:18> ACT CON 3:    6840 | ACT CON 5:   12697 | FULL SEQ:   30845 / 1860480 | MIN DV:  28442.4 | REM: 129.09 [MIN]
07:04:28> ACT CON 3:    6840 | ACT CON 5:   14183 | FULL SEQ:   35236 / 1860480 | MIN DV:  28442.4 | REM: 121.44 [MIN]
07:04:38> ACT CON 3:    6840 | ACT CON 5:   15715 | FULL SEQ:   39640 / 1860480 | MIN DV:  28442.4 | REM: 115.36 [MIN]
07:04:48> ACT CON 3:    6840 | ACT CON 5:   17239 | FULL SEQ:   44034 / 1860480 | MIN DV:  28442.4 | REM: 110.49 [MIN]
07:04:58> ACT CON 3:    6840 | ACT CON 5:   18789 | FULL SEQ:   48484 / 1860480 | MIN DV:  28442.4 | REM: 106.40 [MIN]
07:05:08> ACT CON 3:    6840 | ACT CON 5:   20359 | FULL SEQ:   53091 / 1860480 | MIN DV:  28442.4 | REM: 102.63 [MIN]
07:05:18> ACT CON 3:    6840 | ACT CON 5:   21906 | FULL SEQ:   57635 / 1860480 | MIN DV:  28442.4 | REM: 99.52 [MIN]
07:05:28> ACT CON 3:    6840 | ACT CON 5:   23465 | FULL SEQ:   62234 / 1860480 | MIN DV:  28442.4 | REM: 96.79 [MIN]
07:05:38> ACT CON 3:    6840 | ACT CON 5:   25015 | FULL SEQ:   66835 / 1860480 | MIN DV:  28442.4 | REM: 94.38 [MIN]
07:05:48> ACT CON 3:    6840 | ACT CON 5:   26514 | FULL SEQ:   71385 / 1860480 | MIN DV:  28442.4 | REM: 92.33 [MIN]
07:05:59> ACT CON 3:    6840 | ACT CON 5:   28061 | FULL SEQ:   75985 / 1860480 | MIN DV:  28442.4 | REM: 90.48 [MIN]
07:06:09> ACT CON 3:    6840 | ACT CON 5:   29636 | FULL SEQ:   80735 / 1860480 | MIN DV:  28442.4 | REM: 88.63 [MIN]
07:06:19> ACT CON 3:    6840 | ACT CON 5:   31175 | FULL SEQ:   85137 / 1860480 | MIN DV:  28442.4 | REM: 87.33 [MIN]
07:06:29> ACT CON 3:    6840 | ACT CON 5:   32737 | FULL SEQ:   89787 / 1860480 | MIN DV:  28442.4 | REM: 85.90 [MIN]
07:06:39> ACT CON 3:    6840 | ACT CON 5:   34300 | FULL SEQ:   94387 / 1860480 | MIN DV:  28442.4 | REM: 84.65 [MIN]
07:06:49> ACT CON 3:    6840 | ACT CON 5:   35843 | FULL SEQ:   98934 / 1860480 | MIN DV:  28442.4 | REM: 83.56 [MIN]
07:06:59> ACT CON 3:    6840 | ACT CON 5:   37393 | FULL SEQ:  103387 / 1860480 | MIN DV:  28052.2 | REM: 82.61 [MIN]
07:07:09> ACT CON 3:    6840 | ACT CON 5:   38955 | FULL SEQ:  108294 / 1860480 | MIN DV:  28052.2 | REM: 81.36 [MIN]
07:07:19> ACT CON 3:    6840 | ACT CON 5:   40523 | FULL SEQ:  112896 / 1860480 | MIN DV:  28052.2 | REM: 80.43 [MIN]
07:07:29> ACT CON 3:    6840 | ACT CON 5:   42058 | FULL SEQ:  117384 / 1860480 | MIN DV:  28052.2 | REM: 79.64 [MIN]
07:07:39> ACT CON 3:    6840 | ACT CON 5:   43633 | FULL SEQ:  122039 / 1860480 | MIN DV:  28052.2 | REM: 78.78 [MIN]
07:07:49> ACT CON 3:    6840 | ACT CON 5:   45183 | FULL SEQ:  126935 / 1860480 | MIN DV:  28052.2 | REM: 77.81 [MIN]
07:07:59> ACT CON 3:    6840 | ACT CON 5:   46702 | FULL SEQ:  132234 / 1860480 | MIN DV:  26442.3 | REM: 76.64 [MIN]
07:08:09> ACT CON 3:    6840 | ACT CON 5:   48197 | FULL SEQ:  137935 / 1860480 | MIN DV:  26442.3 | REM: 75.31 [MIN]
07:08:19> ACT CON 3:    6840 | ACT CON 5:   49709 | FULL SEQ:  143834 / 1860480 | MIN DV:  26442.3 | REM: 73.97 [MIN]
07:08:29> ACT CON 3:    6840 | ACT CON 5:   51220 | FULL SEQ:  149588 / 1860480 | MIN DV:  26442.3 | REM: 72.81 [MIN]
07:08:39> ACT CON 3:    6840 | ACT CON 5:   52743 | FULL SEQ:  155146 / 1860480 | MIN DV:  26442.3 | REM: 71.81 [MIN]
07:08:49> ACT CON 3:    6840 | ACT CON 5:   54232 | FULL SEQ:  160834 / 1860480 | MIN DV:  26442.3 | REM: 70.81 [MIN]
07:09:00> ACT CON 3:    6840 | ACT CON 5:   55773 | FULL SEQ:  166593 / 1860480 | MIN DV:  26442.3 | REM: 69.83 [MIN]
07:09:10> ACT CON 3:    6840 | ACT CON 5:   57288 | FULL SEQ:  172405 / 1860480 | MIN DV:  26350.2 | REM: 68.88 [MIN]
07:09:20> ACT CON 3:    6840 | ACT CON 5:   58805 | FULL SEQ:  178185 / 1860480 | MIN DV:  26350.2 | REM: 68.00 [MIN]
07:09:30> ACT CON 3:    6840 | ACT CON 5:   60328 | FULL SEQ:  184103 / 1860480 | MIN DV:  26350.2 | REM: 67.11 [MIN]
07:09:40> ACT CON 3:    6840 | ACT CON 5:   61863 | FULL SEQ:  189885 / 1860480 | MIN DV:  26350.2 | REM: 66.31 [MIN]
07:09:50> ACT CON 3:    6840 | ACT CON 5:   63383 | FULL SEQ:  195590 / 1860480 | MIN DV:  26350.2 | REM: 65.57 [MIN]
07:10:00> ACT CON 3:    6840 | ACT CON 5:   64873 | FULL SEQ:  201436 / 1860480 | MIN DV:  26350.2 | REM: 64.82 [MIN]
07:10:10> ACT CON 3:    6840 | ACT CON 5:   66396 | FULL SEQ:  207134 / 1860480 | MIN DV:  26350.2 | REM: 64.16 [MIN]
07:10:20> ACT CON 3:    6840 | ACT CON 5:   67921 | FULL SEQ:  212841 / 1860480 | MIN DV:  26350.2 | REM: 63.52 [MIN]
07:10:30> ACT CON 3:    6840 | ACT CON 5:   69429 | FULL SEQ:  218439 / 1860480 | MIN DV:  26350.2 | REM: 62.94 [MIN]
07:10:40> ACT CON 3:    6840 | ACT CON 5:   70945 | FULL SEQ:  224189 / 1860480 | MIN DV:  26350.2 | REM: 62.33 [MIN]
07:10:50> ACT CON 3:    6840 | ACT CON 5:   72387 | FULL SEQ:  230938 / 1860480 | MIN DV:  24512.6 | REM: 61.45 [MIN]
07:11:00> ACT CON 3:    6840 | ACT CON 5:   73869 | FULL SEQ:  238229 / 1860480 | MIN DV:  24512.6 | REM: 60.44 [MIN]
07:11:10> ACT CON 3:    6840 | ACT CON 5:   75351 | FULL SEQ:  245335 / 1860480 | MIN DV:  24512.6 | REM: 59.53 [MIN]
07:11:20> ACT CON 3:    6840 | ACT CON 5:   76848 | FULL SEQ:  252686 / 1860480 | MIN DV:  24512.6 | REM: 58.61 [MIN]
07:11:30> ACT CON 3:    6840 | ACT CON 5:   78308 | FULL SEQ:  259646 / 1860480 | MIN DV:  24512.6 | REM: 57.84 [MIN]
07:11:40> ACT CON 3:    6840 | ACT CON 5:   79792 | FULL SEQ:  266743 / 1860480 | MIN DV:  24512.6 | REM: 57.05 [MIN]
07:11:50> ACT CON 3:    6840 | ACT CON 5:   81279 | FULL SEQ:  273935 / 1860480 | MIN DV:  24512.6 | REM: 56.27 [MIN]
07:12:00> ACT CON 3:    6840 | ACT CON 5:   82768 | FULL SEQ:  281442 / 1860480 | MIN DV:  24512.6 | REM: 55.45 [MIN]
07:12:10> ACT CON 3:    6840 | ACT CON 5:   84259 | FULL SEQ:  288701 / 1860480 | MIN DV:  24512.6 | REM: 54.71 [MIN]
07:12:20> ACT CON 3:    6840 | ACT CON 5:   85718 | FULL SEQ:  295537 / 1860480 | MIN DV:  24512.6 | REM: 54.10 [MIN]
07:12:31> ACT CON 3:    6840 | ACT CON 5:   87201 | FULL SEQ:  302791 / 1860480 | MIN DV:  24512.6 | REM: 53.42 [MIN]
07:12:41> ACT CON 3:    6840 | ACT CON 5:   88662 | FULL SEQ:  309983 / 1860480 | MIN DV:  24512.6 | REM: 52.78 [MIN]
07:12:51> ACT CON 3:    6840 | ACT CON 5:   90127 | FULL SEQ:  317238 / 1860480 | MIN DV:  24512.6 | REM: 52.14 [MIN]
07:13:01> ACT CON 3:    6840 | ACT CON 5:   91601 | FULL SEQ:  323987 / 1860480 | MIN DV:  24512.6 | REM: 51.63 [MIN]
07:13:11> ACT CON 3:    6840 | ACT CON 5:   93063 | FULL SEQ:  330984 / 1860480 | MIN DV:  24512.6 | REM: 51.08 [MIN]
07:13:21> ACT CON 3:    6840 | ACT CON 5:   94537 | FULL SEQ:  338134 / 1860480 | MIN DV:  24512.6 | REM: 50.51 [MIN]
07:13:31> ACT CON 3:    6840 | ACT CON 5:   96031 | FULL SEQ:  345492 / 1860480 | MIN DV:  24512.6 | REM: 49.93 [MIN]
07:13:41> ACT CON 3:    6840 | ACT CON 5:   97515 | FULL SEQ:  352698 / 1860480 | MIN DV:  24512.6 | REM: 49.39 [MIN]
07:13:51> ACT CON 3:    6840 | ACT CON 5:   98989 | FULL SEQ:  360037 / 1860480 | MIN DV:  24512.6 | REM: 48.84 [MIN]
07:14:01> ACT CON 3:    6840 | ACT CON 5:  100456 | FULL SEQ:  367284 / 1860480 | MIN DV:  24512.6 | REM: 48.33 [MIN]
07:14:11> ACT CON 3:    6840 | ACT CON 5:  101930 | FULL SEQ:  374491 / 1860480 | MIN DV:  24512.6 | REM: 47.83 [MIN]
07:14:21> ACT CON 3:    6840 | ACT CON 5:  103411 | FULL SEQ:  381685 / 1860480 | MIN DV:  24512.6 | REM: 47.35 [MIN]
07:14:31> ACT CON 3:    6840 | ACT CON 5:  104893 | FULL SEQ:  388788 / 1860480 | MIN DV:  24512.6 | REM: 46.90 [MIN]
07:14:41> ACT CON 3:    6840 | ACT CON 5:  106350 | FULL SEQ:  395835 / 1860480 | MIN DV:  24512.6 | REM: 46.46 [MIN]
07:14:51> ACT CON 3:    6840 | ACT CON 5:  107795 | FULL SEQ:  403189 / 1860480 | MIN DV:  24512.6 | REM: 45.99 [MIN]
07:15:01> ACT CON 3:    6840 | ACT CON 5:  109274 | FULL SEQ:  410535 / 1860480 | MIN DV:  24512.6 | REM: 45.53 [MIN]
07:15:11> ACT CON 3:    6840 | ACT CON 5:  110730 | FULL SEQ:  417783 / 1860480 | MIN DV:  24512.6 | REM: 45.09 [MIN]
07:15:21> ACT CON 3:    6840 | ACT CON 5:  112217 | FULL SEQ:  424985 / 1860480 | MIN DV:  24512.6 | REM: 44.67 [MIN]
07:15:31> ACT CON 3:    6840 | ACT CON 5:  113715 | FULL SEQ:  432260 / 1860480 | MIN DV:  24512.6 | REM: 44.25 [MIN]
07:15:41> ACT CON 3:    6840 | ACT CON 5:  115184 | FULL SEQ:  439486 / 1860480 | MIN DV:  24512.6 | REM: 43.85 [MIN]
07:15:51> ACT CON 3:    6840 | ACT CON 5:  116667 | FULL SEQ:  446553 / 1860480 | MIN DV:  24512.6 | REM: 43.47 [MIN]
07:16:01> ACT CON 3:    6840 | ACT CON 5:  118124 | FULL SEQ:  453285 / 1860480 | MIN DV:  24512.6 | REM: 43.14 [MIN]
07:16:11> ACT CON 3:    6840 | ACT CON 5:  119598 | FULL SEQ:  460387 / 1860480 | MIN DV:  24512.6 | REM: 42.76 [MIN]
07:16:21> ACT CON 3:    6840 | ACT CON 5:  121091 | FULL SEQ:  467589 / 1860480 | MIN DV:  24512.6 | REM: 42.39 [MIN]
07:16:31> ACT CON 3:    6840 | ACT CON 5:  122572 | FULL SEQ:  474566 / 1860480 | MIN DV:  24512.6 | REM: 42.04 [MIN]
07:16:41> ACT CON 3:    6840 | ACT CON 5:  124050 | FULL SEQ:  481643 / 1860480 | MIN DV:  24512.6 | REM: 41.69 [MIN]
07:16:51> ACT CON 3:    6840 | ACT CON 5:  125497 | FULL SEQ:  488787 / 1860480 | MIN DV:  24512.6 | REM: 41.34 [MIN]
07:17:01> ACT CON 3:    6840 | ACT CON 5:  126970 | FULL SEQ:  496241 / 1860480 | MIN DV:  24512.6 | REM: 40.95 [MIN]
07:17:11> ACT CON 3:    6840 | ACT CON 5:  128468 | FULL SEQ:  503585 / 1860480 | MIN DV:  24512.6 | REM: 40.59 [MIN]
07:17:21> ACT CON 3:    6840 | ACT CON 5:  129910 | FULL SEQ:  510560 / 1860480 | MIN DV:  24512.6 | REM: 40.27 [MIN]
07:17:31> ACT CON 3:    6840 | ACT CON 5:  131390 | FULL SEQ:  517882 / 1860480 | MIN DV:  24512.6 | REM: 39.92 [MIN]
07:17:42> ACT CON 3:    6840 | ACT CON 5:  132857 | FULL SEQ:  525085 / 1860480 | MIN DV:  24512.6 | REM: 39.59 [MIN]
07:17:52> ACT CON 3:    6840 | ACT CON 5:  134341 | FULL SEQ:  532085 / 1860480 | MIN DV:  24512.6 | REM: 39.28 [MIN]
07:18:02> ACT CON 3:    6840 | ACT CON 5:  135731 | FULL SEQ:  539137 / 1860480 | MIN DV:  24512.6 | REM: 38.97 [MIN]
07:18:12> ACT CON 3:    6840 | ACT CON 5:  137182 | FULL SEQ:  546738 / 1860480 | MIN DV:  23844.0 | REM: 38.62 [MIN]
07:18:22> ACT CON 3:    6840 | ACT CON 5:  138654 | FULL SEQ:  554587 / 1860480 | MIN DV:  23844.0 | REM: 38.23 [MIN]
07:18:32> ACT CON 3:    6840 | ACT CON 5:  140127 | FULL SEQ:  562536 / 1860480 | MIN DV:  23844.0 | REM: 37.85 [MIN]
07:18:42> ACT CON 3:    6840 | ACT CON 5:  141603 | FULL SEQ:  570449 / 1860480 | MIN DV:  23844.0 | REM: 37.48 [MIN]
07:18:52> ACT CON 3:    6840 | ACT CON 5:  143046 | FULL SEQ:  578234 / 1860480 | MIN DV:  23844.0 | REM: 37.12 [MIN]
07:19:02> ACT CON 3:    6840 | ACT CON 5:  144487 | FULL SEQ:  585648 / 1860480 | MIN DV:  23844.0 | REM: 36.80 [MIN]
07:19:12> ACT CON 3:    6840 | ACT CON 5:  145949 | FULL SEQ:  593593 / 1860480 | MIN DV:  23844.0 | REM: 36.44 [MIN]
07:19:22> ACT CON 3:    6840 | ACT CON 5:  147404 | FULL SEQ:  601842 / 1860480 | MIN DV:  23844.0 | REM: 36.06 [MIN]
07:19:32> ACT CON 3:    6840 | ACT CON 5:  148869 | FULL SEQ:  609788 / 1860480 | MIN DV:  23844.0 | REM: 35.70 [MIN]
07:19:42> ACT CON 3:    6840 | ACT CON 5:  150329 | FULL SEQ:  617735 / 1860480 | MIN DV:  23844.0 | REM: 35.36 [MIN]
07:19:52> ACT CON 3:    6840 | ACT CON 5:  151783 | FULL SEQ:  625296 / 1860480 | MIN DV:  23844.0 | REM: 35.05 [MIN]
07:20:02> ACT CON 3:    6840 | ACT CON 5:  153206 | FULL SEQ:  633100 / 1860480 | MIN DV:  23844.0 | REM: 34.72 [MIN]
07:20:12> ACT CON 3:    6840 | ACT CON 5:  154688 | FULL SEQ:  640943 / 1860480 | MIN DV:  23844.0 | REM: 34.40 [MIN]
07:20:22> ACT CON 3:    6840 | ACT CON 5:  156151 | FULL SEQ:  649129 / 1860480 | MIN DV:  23844.0 | REM: 34.05 [MIN]
07:20:32> ACT CON 3:    6840 | ACT CON 5:  157581 | FULL SEQ:  656891 / 1860480 | MIN DV:  23844.0 | REM: 33.73 [MIN]
07:20:42> ACT CON 3:    6840 | ACT CON 5:  159036 | FULL SEQ:  664646 / 1860480 | MIN DV:  23844.0 | REM: 33.43 [MIN]
07:20:52> ACT CON 3:    6840 | ACT CON 5:  160487 | FULL SEQ:  672644 / 1860480 | MIN DV:  23844.0 | REM: 33.10 [MIN]
07:21:02> ACT CON 3:    6840 | ACT CON 5:  161959 | FULL SEQ:  680894 / 1860480 | MIN DV:  23844.0 | REM: 32.76 [MIN]
07:21:12> ACT CON 3:    6840 | ACT CON 5:  163420 | FULL SEQ:  688889 / 1860480 | MIN DV:  23844.0 | REM: 32.45 [MIN]
07:21:22> ACT CON 3:    6840 | ACT CON 5:  164878 | FULL SEQ:  696767 / 1860480 | MIN DV:  23844.0 | REM: 32.14 [MIN]
07:21:32> ACT CON 3:    6840 | ACT CON 5:  166302 | FULL SEQ:  704250 / 1860480 | MIN DV:  23844.0 | REM: 31.87 [MIN]
07:21:42> ACT CON 3:    6840 | ACT CON 5:  167754 | FULL SEQ:  711982 / 1860480 | MIN DV:  23844.0 | REM: 31.58 [MIN]
07:21:52> ACT CON 3:    6840 | ACT CON 5:  169225 | FULL SEQ:  719943 / 1860480 | MIN DV:  23844.0 | REM: 31.28 [MIN]
07:22:02> ACT CON 3:    6840 | ACT CON 5:  170702 | FULL SEQ:  727791 / 1860480 | MIN DV:  23844.0 | REM: 31.00 [MIN]
07:22:12> ACT CON 3:    6840 | ACT CON 5:  172160 | FULL SEQ:  735813 / 1860480 | MIN DV:  23844.0 | REM: 30.70 [MIN]
07:22:22> ACT CON 3:    6840 | ACT CON 5:  173601 | FULL SEQ:  743584 / 1860480 | MIN DV:  23844.0 | REM: 30.42 [MIN]
07:22:32> ACT CON 3:    6840 | ACT CON 5:  175055 | FULL SEQ:  751576 / 1860480 | MIN DV:  23844.0 | REM: 30.12 [MIN]
07:22:42> ACT CON 3:    6840 | ACT CON 5:  176484 | FULL SEQ:  759290 / 1860480 | MIN DV:  23844.0 | REM: 29.85 [MIN]
07:22:52> ACT CON 3:    6840 | ACT CON 5:  177945 | FULL SEQ:  767042 / 1860480 | MIN DV:  23844.0 | REM: 29.58 [MIN]
07:23:03> ACT CON 3:    6840 | ACT CON 5:  179392 | FULL SEQ:  774676 / 1860480 | MIN DV:  23844.0 | REM: 29.32 [MIN]
07:23:13> ACT CON 3:    6840 | ACT CON 5:  180861 | FULL SEQ:  782589 / 1860480 | MIN DV:  23844.0 | REM: 29.04 [MIN]
07:23:23> ACT CON 3:    6840 | ACT CON 5:  182340 | FULL SEQ:  790390 / 1860480 | MIN DV:  23844.0 | REM: 28.77 [MIN]
07:23:33> ACT CON 3:    6840 | ACT CON 5:  183814 | FULL SEQ:  798192 / 1860480 | MIN DV:  23844.0 | REM: 28.51 [MIN]
07:23:43> ACT CON 3:    6840 | ACT CON 5:  185291 | FULL SEQ:  806037 / 1860480 | MIN DV:  23844.0 | REM: 28.24 [MIN]
07:23:53> ACT CON 3:    6840 | ACT CON 5:  186748 | FULL SEQ:  814014 / 1860480 | MIN DV:  23844.0 | REM: 27.97 [MIN]
07:24:03> ACT CON 3:    6840 | ACT CON 5:  188237 | FULL SEQ:  821834 / 1860480 | MIN DV:  23844.0 | REM: 27.70 [MIN]
07:24:13> ACT CON 3:    6840 | ACT CON 5:  189699 | FULL SEQ:  829490 / 1860480 | MIN DV:  23844.0 | REM: 27.45 [MIN]
07:24:23> ACT CON 3:    6840 | ACT CON 5:  191176 | FULL SEQ:  837522 / 1860480 | MIN DV:  23844.0 | REM: 27.18 [MIN]
07:24:33> ACT CON 3:    6840 | ACT CON 5:  192650 | FULL SEQ:  845449 / 1860480 | MIN DV:  23844.0 | REM: 26.92 [MIN]
07:24:43> ACT CON 3:    6840 | ACT CON 5:  194092 | FULL SEQ:  853308 / 1860480 | MIN DV:  23844.0 | REM: 26.66 [MIN]
07:24:53> ACT CON 3:    6840 | ACT CON 5:  195539 | FULL SEQ:  860994 / 1860480 | MIN DV:  23844.0 | REM: 26.42 [MIN]
07:25:03> ACT CON 3:    6840 | ACT CON 5:  197019 | FULL SEQ:  869141 / 1860480 | MIN DV:  23844.0 | REM: 26.15 [MIN]
07:25:13> ACT CON 3:    6840 | ACT CON 5:  198470 | FULL SEQ:  877139 / 1860480 | MIN DV:  23844.0 | REM: 25.89 [MIN]
07:25:23> ACT CON 3:    6840 | ACT CON 5:  199922 | FULL SEQ:  885099 / 1860480 | MIN DV:  23844.0 | REM: 25.63 [MIN]
07:25:33> ACT CON 3:    6840 | ACT CON 5:  201406 | FULL SEQ:  893147 / 1860480 | MIN DV:  23844.0 | REM: 25.37 [MIN]
07:25:43> ACT CON 3:    6840 | ACT CON 5:  202873 | FULL SEQ:  900784 / 1860480 | MIN DV:  23844.0 | REM: 25.14 [MIN]
07:25:53> ACT CON 3:    6840 | ACT CON 5:  204331 | FULL SEQ:  908597 / 1860480 | MIN DV:  23844.0 | REM: 24.89 [MIN]
07:26:03> ACT CON 3:    6840 | ACT CON 5:  205795 | FULL SEQ:  916290 / 1860480 | MIN DV:  23844.0 | REM: 24.66 [MIN]
07:26:13> ACT CON 3:    6840 | ACT CON 5:  207255 | FULL SEQ:  923989 / 1860480 | MIN DV:  23844.0 | REM: 24.42 [MIN]
07:26:23> ACT CON 3:    6840 | ACT CON 5:  208739 | FULL SEQ:  932156 / 1860480 | MIN DV:  23844.0 | REM: 24.16 [MIN]
07:26:33> ACT CON 3:    6840 | ACT CON 5:  210193 | FULL SEQ:  940086 / 1860480 | MIN DV:  23844.0 | REM: 23.92 [MIN]
07:26:43> ACT CON 3:    6840 | ACT CON 5:  211644 | FULL SEQ:  947709 / 1860480 | MIN DV:  23844.0 | REM: 23.69 [MIN]
07:26:53> ACT CON 3:    6840 | ACT CON 5:  213100 | FULL SEQ:  955853 / 1860480 | MIN DV:  23844.0 | REM: 23.43 [MIN]
07:27:03> ACT CON 3:    6840 | ACT CON 5:  214566 | FULL SEQ:  963797 / 1860480 | MIN DV:  23844.0 | REM: 23.19 [MIN]
07:27:13> ACT CON 3:    6840 | ACT CON 5:  216020 | FULL SEQ:  971526 / 1860480 | MIN DV:  23844.0 | REM: 22.96 [MIN]
07:27:23> ACT CON 3:    6840 | ACT CON 5:  217472 | FULL SEQ:  979400 / 1860480 | MIN DV:  23844.0 | REM: 22.73 [MIN]
07:27:33> ACT CON 3:    6840 | ACT CON 5:  218912 | FULL SEQ:  986938 / 1860480 | MIN DV:  23844.0 | REM: 22.51 [MIN]
07:27:43> ACT CON 3:    6840 | ACT CON 5:  220342 | FULL SEQ:  994749 / 1860480 | MIN DV:  23844.0 | REM: 22.28 [MIN]
07:27:53> ACT CON 3:    6840 | ACT CON 5:  221776 | FULL SEQ: 1002484 / 1860480 | MIN DV:  23844.0 | REM: 22.05 [MIN]
07:28:03> ACT CON 3:    6840 | ACT CON 5:  223251 | FULL SEQ: 1010292 / 1860480 | MIN DV:  23844.0 | REM: 21.82 [MIN]
07:28:13> ACT CON 3:    6840 | ACT CON 5:  224713 | FULL SEQ: 1018186 / 1860480 | MIN DV:  23844.0 | REM: 21.59 [MIN]
07:28:23> ACT CON 3:    6840 | ACT CON 5:  226191 | FULL SEQ: 1026225 / 1860480 | MIN DV:  23844.0 | REM: 21.35 [MIN]
07:28:33> ACT CON 3:    6840 | ACT CON 5:  227615 | FULL SEQ: 1034139 / 1860480 | MIN DV:  23844.0 | REM: 21.12 [MIN]
07:28:43> ACT CON 3:    6840 | ACT CON 5:  229061 | FULL SEQ: 1042155 / 1860480 | MIN DV:  23844.0 | REM: 20.89 [MIN]
07:28:54> ACT CON 3:    6840 | ACT CON 5:  230536 | FULL SEQ: 1049706 / 1860480 | MIN DV:  23844.0 | REM: 20.67 [MIN]
07:29:04> ACT CON 3:    6840 | ACT CON 5:  231996 | FULL SEQ: 1057385 / 1860480 | MIN DV:  23844.0 | REM: 20.46 [MIN]
07:29:14> ACT CON 3:    6840 | ACT CON 5:  233461 | FULL SEQ: 1065435 / 1860480 | MIN DV:  23844.0 | REM: 20.22 [MIN]
07:29:24> ACT CON 3:    6840 | ACT CON 5:  234937 | FULL SEQ: 1073348 / 1860480 | MIN DV:  23844.0 | REM: 20.00 [MIN]
07:29:34> ACT CON 3:    6840 | ACT CON 5:  236421 | FULL SEQ: 1081493 / 1860480 | MIN DV:  23844.0 | REM: 19.76 [MIN]
07:29:44> ACT CON 3:    6840 | ACT CON 5:  237859 | FULL SEQ: 1089436 / 1860480 | MIN DV:  23844.0 | REM: 19.54 [MIN]
07:29:54> ACT CON 3:    6840 | ACT CON 5:  239281 | FULL SEQ: 1097389 / 1860480 | MIN DV:  23844.0 | REM: 19.31 [MIN]
07:30:04> ACT CON 3:    6840 | ACT CON 5:  240741 | FULL SEQ: 1105139 / 1860480 | MIN DV:  23844.0 | REM: 19.10 [MIN]
07:30:14> ACT CON 3:    6840 | ACT CON 5:  242207 | FULL SEQ: 1113335 / 1860480 | MIN DV:  23844.0 | REM: 18.86 [MIN]
07:30:24> ACT CON 3:    6840 | ACT CON 5:  243636 | FULL SEQ: 1121149 / 1860480 | MIN DV:  23844.0 | REM: 18.64 [MIN]
07:30:34> ACT CON 3:    6840 | ACT CON 5:  245137 | FULL SEQ: 1129254 / 1860480 | MIN DV:  23844.0 | REM: 18.42 [MIN]
07:30:44> ACT CON 3:    6840 | ACT CON 5:  246582 | FULL SEQ: 1137337 / 1860480 | MIN DV:  23844.0 | REM: 18.19 [MIN]
07:30:54> ACT CON 3:    6840 | ACT CON 5:  248010 | FULL SEQ: 1145207 / 1860480 | MIN DV:  23844.0 | REM: 17.97 [MIN]
07:31:04> ACT CON 3:    6840 | ACT CON 5:  249463 | FULL SEQ: 1152986 / 1860480 | MIN DV:  23844.0 | REM: 17.76 [MIN]
07:31:14> ACT CON 3:    6840 | ACT CON 5:  250962 | FULL SEQ: 1161000 / 1860480 | MIN DV:  23844.0 | REM: 17.54 [MIN]
07:31:24> ACT CON 3:    6840 | ACT CON 5:  252424 | FULL SEQ: 1169339 / 1860480 | MIN DV:  23844.0 | REM: 17.31 [MIN]
07:31:35> ACT CON 3:    6840 | ACT CON 5:  253912 | FULL SEQ: 1177353 / 1860480 | MIN DV:  23844.0 | REM: 17.09 [MIN]
07:31:45> ACT CON 3:    6840 | ACT CON 5:  255362 | FULL SEQ: 1185611 / 1860480 | MIN DV:  23844.0 | REM: 16.86 [MIN]
07:31:55> ACT CON 3:    6840 | ACT CON 5:  256807 | FULL SEQ: 1193341 / 1860480 | MIN DV:  23844.0 | REM: 16.65 [MIN]
07:32:05> ACT CON 3:    6840 | ACT CON 5:  258264 | FULL SEQ: 1201242 / 1860480 | MIN DV:  23844.0 | REM: 16.44 [MIN]
07:32:15> ACT CON 3:    6840 | ACT CON 5:  259713 | FULL SEQ: 1209298 / 1860480 | MIN DV:  23844.0 | REM: 16.22 [MIN]
